last_step,rcp_number,rcp_name,rcp_method,rcp_keyword,rcp_allergy,rcp_type,rcp_ingredient,rcp_ingredient_cnt,rcp_cooktime,rcp_picture
8,5766,오디양배추쌈밥,기타,초스피드,과일류,밥/죽/떡,[재료] 양배추 | 오디 | 쌈장 | 쌀밥,4,10,Error: Recipe image not found
9,5767,마늘찜,찜,일상,채소류,기타,[재료] 마늘 | 각설탕,2,30,https://recipe1.ezmember.co.kr/cache/recipe/2020/08/28/2645ee925fb230fdaa4d430e86409aea1.jpg
6,5768,가지무침덮밥,찜,일상,채소류,밥/죽/떡,[재료] 가지 | 밥 [양념] 다진마늘 | 간장 | 대파 약간 | 설탕 | 참기름 | 통깨 적당히,8,15,https://recipe1.ezmember.co.kr/cache/recipe/2021/09/25/83d20b57910b8a2a61639fd5028b359c1.jpg
8,5769,딸기초코라떼,끓이기,간식,달걀/유제품,디저트,[재료] 딸기맛 초콜릿 | 우유 만들양의 | 커피가루,3,10,https://recipe1.ezmember.co.kr/cache/recipe/2020/04/05/c84ecc5eeeaaf30161c680f03cc8dc721.jpg
4,5770,사리곰탕파스타,끓이기,일상,가공식품류,면/만두,[재료] 베이컨 | 양파 | 우유 | 치즈 | 소금 약간 | 기름 약간 | 사리곰탕면 [양념] 간마늘,8,30,https://recipe1.ezmember.co.kr/cache/recipe/2022/06/16/b1a94e13a43f45d20061412caf6b3ac91.jpg
12,5771,짜장군만두,굽기,초스피드,가공식품류,면/만두,[주재료] 냉동왕만두 [짜장소스] 양파 | 양배추 양파와 동량 | 볶음춘장(밥수저 기준) | 설탕(밥수저 기준) | 감자전분(밥수저 기준) | 식용유(밥수저 기준) | 마늘(밥수저 기준) [선택재료] 파채(고명용) | 볶은깨.(고명용) | 식용유(만두 굽는 용도),11,30,https://recipe1.ezmember.co.kr/cache/recipe/2018/01/10/9e57e31e109f21c03d7f6e0b4973fa331.jpg
3,5772,과일시리얼요거트,기타,간식,기타,차/음료/술,[재료] 키위 | 산딸기 | 시리얼 | 플레인요거트 | 꿀(올리고당) | 슬라이스아몬드,6,5,https://recipe1.ezmember.co.kr/cache/recipe/2016/11/16/93e5b0169c54e0c0d865fa2665f768a21.jpg
8,5773,참치마요치킨덮밥,기타,초스피드,가공식품류,밥/죽/떡,[재료] 참치마요 삼각김밥 | 편의점 치킨 | 마요네즈,3,5,https://recipe1.ezmember.co.kr/cache/recipe/2022/11/20/0bee270d7282f3a7d82e1e4a47891a321.jpg
9,5774,흑토마토달걀볶음,볶음,일상,달걀/유제품,밑반찬,[재료] 흑 토마토 | 달걀 | 다진대파 | 식용유 [양념] 볶은소금 약간 | 참치액 | 진간장 | 참기름,8,10,https://recipe1.ezmember.co.kr/cache/recipe/2021/06/14/9f9bb5ba5e95242b5c081f63b4eaf7c51.jpg
3,5775,아보카도퓨레,기타,간식,과일류,기타,[재료] 아보카도 | 요거트 | 올리브유 | 올리고당 | 레몬즙,5,10,https://recipe1.ezmember.co.kr/cache/recipe/2022/12/24/1448e85dae330f9ff9de1693d958fd261.jpg
5,5776,양배추두부밥,볶음,다이어트,채소류,밥/죽/떡,[재료] 현미밥 | 양배추잎 | 두부 | 다진 파 | 통깨 | 국간장 | 들기름 | 소금 약간,8,15,https://recipe1.ezmember.co.kr/cache/recipe/2023/04/14/6515b227b4c8d6e7e0a43cbeef913f1f1.jpg
5,5777,감자칩스모어,굽기,간식,채소류,디저트,[재료] 마쉬멜로우 | 초콜릿 | 감자칩 마음대로,3,5,https://recipe1.ezmember.co.kr/cache/recipe/2017/12/16/a6b24c3545499b6428493fe8f596638e1.jpg
6,5778,토마토바질피자,굽기,초스피드,과일류,빵,[재료] 피자도우 | 토마토스파게티소스 | 토마토 | 올리브 | 바질 | 치즈,6,15,https://recipe1.ezmember.co.kr/cache/recipe/2016/11/03/618c31a7037ea45a8b2a7cf1ad4ccb4f1.jpg
8,5779,감태멸치주먹밥,비빔,초스피드,가공식품류,밥/죽/떡,[재료] 감태 | 밥 | 들기름 | 멸치볶음 | 젓갈,5,30,https://recipe1.ezmember.co.kr/cache/recipe/2020/10/16/9b2d4ba8c1f7aceee2f050f045ddd7691.jpg
6,5780,알배기배추찜,찜,기타,채소류,기타,[재료] 알배기 배추 | 우삼겹~ [소스] 설탕 | 진간장 | 맛술 | 식초 | 청양고추 | 후추,8,30,https://recipe1.ezmember.co.kr/cache/recipe/2023/06/06/4af931edee9dbc910e7bcc61358213fe1.jpg
8,5781,산나물파스타,볶음,일상,밀가루,면/만두,[재료] 파스타면 | 산나물 | 통마늘 | 새우 | 홍고추 | 올리브오일 약간 | 후춧가루 약간 | 소금 약간,8,30,https://recipe1.ezmember.co.kr/cache/recipe/2017/10/02/d0731baa0d4d8ded7011fece330d44161.jpg
9,5782,바나나아보카도주스,기타,기타,과일류,차/음료/술,[재료] 아보카도 | 바나나 | 꿀 | 우유,4,10,https://recipe1.ezmember.co.kr/cache/recipe/2023/07/11/a9e2e8252ac3b36f49ad8d2f6aba2d851.jpg
6,5783,두부부침카나페,기타,초스피드,가공식품류,디저트,[재료] 두부 | 식용유 | 소금 | 간장샐러드소스+바질 | 비빔오징어젓갈+들기름,5,10,https://recipe1.ezmember.co.kr/cache/recipe/2018/10/05/b8465cdbd20588be848ed5dddfb2819b1.jpg
6,5784,고구마에그슬렛,굽기,초스피드,채소류,기타,[재료] 고구마 찐거 중 | 계란 | 피자치즈 | 버터 | 파슬리가루,5,5,https://recipe1.ezmember.co.kr/cache/recipe/2023/11/27/d71df2a8d120b9ed1178a31545f94fb01.jpg
5,5785,미역비지찌개,끓이기,영양식,가공식품류,찌개,[재료] 더비비고전복가자미미역국 | 콩비지 | 참기름,3,10,https://recipe1.ezmember.co.kr/cache/recipe/2021/06/10/50af5bcae3587c11b0ec8ac2254a60801.jpg
4,5786,파파야또띠아칩,굽기,초스피드,과일류,과자,[재료] 건파파야 | 또띠아 | 연유,3,10,https://recipe1.ezmember.co.kr/cache/recipe/2017/10/20/bcc8971c307e5694036012178fbd70b31.jpg
8,5787,햄치즈주먹밥,기타,도시락,가공식품류,밥/죽/떡,[재료] 슬라이스햄 | 슬라이스치즈 | 밥 | 소금 | 참기름 약간 | 김밥김 | 깨 적당히,7,10,https://recipe1.ezmember.co.kr/cache/recipe/2020/08/24/b4ea63f7a2c4468c6e91ab5d3bd3b5a51.jpg
9,5788,아보카도계란베이컨퀘사디아,부침,다이어트,기타,기타,[재료] 아보카도 | 베이컨 | 체다치즈 슬라이스 | 계란 | 또띠아 | 크러쉬드 레드페퍼 적당량 | 파르미지아노 레지아노 치즈 적당량,7,15,https://recipe1.ezmember.co.kr/cache/recipe/2021/09/05/b63a5cd98cb0be79cd97791053f177251.jpg
7,5789,참간초파스타,무침,일상,소고기,면/만두,[기본 재료] 스파게티면 | 양파 | 고추 | 방울토마토 | 소고기 불고기용 [참간초소스 재료] 참기름 | 진간장. | 식초. | 설탕 | 고춧가루 | 깨,11,30,https://recipe1.ezmember.co.kr/cache/recipe/2022/03/13/7a170250dde7330fe8b3ea3bd653eb251.jpg
13,5790,스팸치즈샌드위치,굽기,간식,가공식품류,빵,[재료] 달걀 | 양파 | 스팸 | 식빵 | 토마토 | 슬라이스 치즈 [양념] 딸기쨈 | 홀그레인머스타드,8,15,https://recipe1.ezmember.co.kr/cache/recipe/2022/04/02/f1420b7815d09344ff947e9b7b82fb8f1.jpg
7,5791,복숭아토스트,굽기,일상,과일류,빵,[재료] 복숭아 | 식빵 | 생크림(크림치즈 대체가능)~ | 슈가파우더 약간 [장식용 재료] 포도(블루베리로 가능)~ | 로즈마리잎~,6,10,https://recipe1.ezmember.co.kr/cache/recipe/2017/09/04/6822b2714850dee61476549c9f5b8be71.jpg
9,5792,딸기바닐라스콘,기타,다이어트,기타,디저트,[스콘재료] 생크림 | 아몬드가루 | 코코넛가루 | 에리스리톨 | 베이킹 파우더 | 소금약간 | 달걀 | 녹인 버터 / 코코넛 오일 | 생크림 | 바닐라 익스트랙 | 딸기 약 [아이싱재료] 에리스리톨 파우더 | 바닐라 익스트랙 | 생크림,14,30,https://recipe1.ezmember.co.kr/cache/recipe/2021/01/02/feb3d25a7c1ab7136d0f0a261542ae101.jpg
5,5793,낫또가지덮밥,굽기,일상,채소류,밥/죽/떡,[재료] 가지 | 낫또 | 허브솔트 혹은 후추 약간 | 간장 약간 | 올리브유 약간,5,5,https://recipe1.ezmember.co.kr/cache/recipe/2021/05/15/e866334052d02bdde946166b23fbd4801.jpg
8,5794,고구마김밥,기타,다이어트,채소류,기타,[재료] 김 | 고구마 | 묵은지 | 참기름 | 양배추 | 마요네즈 | 스리라차소스,7,30,https://recipe1.ezmember.co.kr/cache/recipe/2022/02/10/1af18fa152b0b2fa12ca68955c3409dd1.jpg
8,5795,버터구이가지덮밥,볶음,일상,채소류,밥/죽/떡,[재료] 가지 | 진간장 | 레몬식초 | 올리고당 | 마늘 | 청양고추 | 현미밥 | 간장 | 올리고당 | 식초,10,15,https://recipe1.ezmember.co.kr/cache/recipe/2021/10/29/dc9693a6b19c93a81db8beaad0d5df0f1.jpg
6,5796,차돌쌈장라면,끓이기,일상,소고기,면/만두,[재료] 라면 | 대파 | 냉동 차돌박이~ | 쌈장 | 라면스프 | 식용유 약간 | 물,7,10,https://recipe1.ezmember.co.kr/cache/recipe/2022/11/12/6bec7204d94f1c24ccfeccc7542651551.jpg
7,5797,당근라페루꼴라샌드위치,기타,간식,채소류,빵,[재료] 식빵 | 프로슈토 | 토마토 | 루꼴라 | 루꼴라페스토 | 블랙올리브꿀절임 | 얼그레이밀크잼,7,10,https://recipe1.ezmember.co.kr/cache/recipe/2021/12/24/7d455fe9f3399b45188fbfe24096ff331.jpg
10,5798,애호박두부샐러드,부침,일상,채소류,샐러드,[재료] 애호박 | 피망 | 키위 | 단감 | 두부 [양념] 다진마늘 | 진간장 | 참기름 | 설탕 | 생수 | 파슬리가루,11,15,https://recipe1.ezmember.co.kr/cache/recipe/2019/12/13/fb783c283ea352ff2586716bca4ff97f1.jpg
6,5799,옥수수치즈톡,기타,술안주,기타,기타,[옥수수콘] 옥수수콘 | 마요네즈 | 피자치즈,3,5,https://recipe1.ezmember.co.kr/cache/recipe/2016/11/18/03ea07b4244bf723cd211b5f88d15c0c1.jpg
10,5800,소두샐러드,무침,일상,가공식품류,샐러드,[재료] 프랑크소시지 | 목우촌 군만두 | 오이 | 당근 | 양배추 조금 | 고추장 | 식초 | 매실액 | 설탕 | 참기름 | 깨소금 | 다진마늘 | 견과류 | 김가루,14,30,https://recipe1.ezmember.co.kr/cache/recipe/2020/02/07/652ca23d79b704ff1fc65aaa221d1fe61.jpg
5,5801,인삼토마토샐러드,기타,초스피드,채소류,샐러드,[재료] 토마토 | 인삼 | 슬라이스 치즈 [양념] 설탕,4,5,https://recipe1.ezmember.co.kr/cache/recipe/2019/06/15/984f31058931f615829563ba03117b941.jpg
8,5802,차돌박이된장볶음라면,볶음,일상,소고기,면/만두,[재료] 라면사리 | 차돌박이 | 대파 | 된장. | 진간장 | 올리고당 | 다진 마늘. | 맛술 | 참기름 | 깨소금. | 물 | 고춧가루.,12,15,https://recipe1.ezmember.co.kr/cache/recipe/2021/01/11/26ef3625d9042db07734fb6df8208a811.jpg
4,5803,치즈스틱나쵸,기타,간식,기타,기타,[재료] 치즈스틱 | 나쵸 | 레몬농축액 | 사이다 [소스] 디핑치즈소스 | 미트칠리소스,6,5,https://recipe1.ezmember.co.kr/cache/recipe/2016/11/17/128ee7ad14bd075bcde7975fe8e35f3e1.jpg
11,5804,무화과치즈샌드위치,굽기,일상,가공식품류,빵,[재료] 식빵 | 슬라이스치즈 | 무화과,3,15,https://recipe1.ezmember.co.kr/cache/recipe/2019/09/16/8cf4e453dbfddc7df4925d07b73194801.jpg
5,5805,바나나망고주스,기타,간식,과일류,차/음료/술,[재료] 바나나 | 냉동 망고 | 우유,3,5,https://recipe1.ezmember.co.kr/cache/recipe/2022/08/07/656ad7951382dab1330bc1a33b00624d1.jpg
12,5806,차돌박이카레우동,끓이기,일상,소고기,면/만두,[재료] 차돌박이 | 우동 사리 | 양파 | 느타리버섯 | 페퍼론치노 | 매운맛 카레가루,6,30,https://recipe1.ezmember.co.kr/cache/recipe/2021/01/13/edf014e3ed31132baa0692420a4bc0d71.jpg
3,5807,까나리감자찌개수제비,끓이기,초스피드,밀가루,면/만두,[재료] 먹고남은 감자 찌개 | 수제비반죽,2,15,https://recipe1.ezmember.co.kr/cache/recipe/2016/07/05/01c94ed495eb0ba37d79f35a3c03033d1.jpg
5,5808,토마토우유쥬스,기타,초스피드,채소류,차/음료/술,[재료] 토마토 | 우유 | 프리바이오틱스,3,10,https://recipe1.ezmember.co.kr/cache/recipe/2020/05/27/6687cfc177f9556cf607c8c7ae37dff91.jpg
14,5809,소고기샐러드피자,굽기,영양식,소고기,빵,[재료] 소고기 | 방울토마토 | 양파 | 시금치 | 또띠아 | 모짜렐라치즈,6,10,https://recipe1.ezmember.co.kr/cache/recipe/2017/05/02/1aad8ef3d55e2031447cda42811ffd5f1.jpg
5,5810,파인애플요거트쉐이크,기타,간식,과일류,차/음료/술,[재료] 파인애플 작게 잘라서 | 우유 파인애플이 있는데보다 조금더 | 요거트 파우더 table spoon,3,5,https://recipe1.ezmember.co.kr/cache/recipe/2020/04/01/522dbba1ab86fe656638603f84af07191.jpg
9,5811,아몬드치즈케이크,기타,다이어트,달걀/유제품,디저트,[재료] 크림치즈 | 우유 | 아몬드가루,3,30,https://recipe1.ezmember.co.kr/cache/recipe/2022/06/10/fe46a26b915f571bfc3f7025007bb56b1.jpg
8,5812,베이컨숙주김치볶음밥,볶음,일상,채소류,밥/죽/떡,[재료] 현미 찰밥 | 김치 | 베이컨 | 숙주나물 | 굴소스 | 소금 부족한간만큼 | 버터 | 참기름 | 깨 | 달걀프라이,10,30,https://recipe1.ezmember.co.kr/cache/recipe/2020/05/16/bfba100426e3d4f252672b597cceaa241.jpg
6,5813,가지버섯푸실리파스타,기타,일상,채소류,면/만두,[재료] 가지 | 송이버섯 | 베이컨 | 푸실리 [양념] 다진마늘 | 올리브유 적당히 | 후추 약간 | 허브솔트 약간,8,10,https://recipe1.ezmember.co.kr/cache/recipe/2021/05/13/53e3c7e2292c3720d0e0ee9d8dacda7e1.jpg
8,5814,치즈감자크로켓,튀김,간식,채소류,빵,[재료] 감자 | 통 모짜렐라치즈 적당히~ | 스위트콘 | 밀가루 | 계란물 | 빵가루 적당히준비해주세요~ [양념] 마요네즈 | 설탕 | 후추 | 허브솔트 조금,10,30,https://recipe1.ezmember.co.kr/cache/recipe/2019/05/06/7098e51cbdc8f459b25def2459c3fdff1.jpg
7,5815,소시지콘치즈,굽기,술안주,가공식품류,퓨전,[재료] 스위트콘 | 프랑크 소시지 | 마요네즈 | 설탕 | 후추 약간 | 피자치즈 | 체다치즈,7,30,https://recipe1.ezmember.co.kr/cache/recipe/2020/08/05/2a129bcbceb0a8a4df2b908a596199021.jpg
8,5816,베이컨팽이버섯볶음밥,볶음,일상,가공식품류,밥/죽/떡,[재료] 대파 | 팽이버섯 | 베이컨 | 밥 | 식용유 | 굴소스 | 참기름 | 볶은참깨 | 후춧가루,9,30,https://recipe1.ezmember.co.kr/cache/recipe/2022/09/08/35dffef3182984803a9f7632912f4f461.jpg
3,5817,베이컨편채,무침,다이어트,가공식품류,메인반찬,[재료] 목우촌 프라임 베이컨 | 대파 (흰 대 부분) | 깻잎 | 오이 [겨자소스] 발효겨자 | 식초 | 설탕 | 간장 | 참기름 | 물 | 소금 약간,11,30,https://recipe1.ezmember.co.kr/cache/recipe/2018/04/04/efb013418b7ecc74b2aff52dbe8d5bf51.jpg
7,5818,김치두부볶음밥,볶음,일상,채소류,밥/죽/떡,[재료] 김치 | 두부 | 밥 | 모짜렐라 치즈 넉넉히 [양념] 참기름,5,10,https://recipe1.ezmember.co.kr/cache/recipe/2020/03/03/6496624689ed76a1879b40817957b8cd1.jpg
7,5819,불닭주먹밥,비빔,일상,쌀,밥/죽/떡,[재료] 밥 | 캔참치 [양념] 핵불닭 소스 | 마요네즈 | 참기름,5,10,https://recipe1.ezmember.co.kr/cache/recipe/2019/06/23/1af5cccab6c3ab84c2f5749296c647ae1.jpg
6,5820,시금치바나나빵,굽기,간식,과일류,빵,[재료] 바나나 | 시금치 | 사과 | 오트밀 가루 | 쌀가루,5,30,https://recipe1.ezmember.co.kr/cache/recipe/2022/11/15/54d82f60ff3218f5d1f6353eef3a76e41.jpg
8,5821,무화과요거트우유,기타,초스피드,과일류,차/음료/술,[재료] 요거트 | 우유 | 무화과 | 올리고당,4,5,https://recipe1.ezmember.co.kr/cache/recipe/2019/09/03/aad0f99926fe9b9c2c617d84ed91fafd1.jpg
8,5822,김치삼겹살파스타,볶음,일상,돼지고기,면/만두,[재료] 스파게티면 | 김치 | 삼겹살 | 마늘 | 소금 | 올리브유 | 치킨스톡,7,30,https://recipe1.ezmember.co.kr/cache/recipe/2021/01/20/dcee3369c59eb57a3f6c9d9663afc7521.jpg
5,5823,알로에샐러드,무침,일상,채소류,샐러드,[재료] 알로에 | 방울 토마토 | 파프리카 [드레싱] 소금 | 플레인 요거트 | 설탕,6,10,https://recipe1.ezmember.co.kr/cache/recipe/2020/05/20/ac63357f5c1a9a1a655979d62ae8d3fa1.jpg
6,5824,제육구이,굽기,일상,돼지고기,메인반찬,[재료] 돼지등심 | 마늘 | 파 | 생강 [양념] 고추장 | 설탕 | 참기름 약간 | 후추 약간 | 깨소금 약간 | 간장 약간,10,30,https://recipe1.ezmember.co.kr/cache/recipe/2018/11/09/c05fa5032dbb0ccef6ff76fd2e40791a1.jpg
3,5825,오리훈제계란부침,부침,일상,달걀/유제품,메인반찬,[재료] 오리훈제 | 계란 | 파슬리가루 약간,3,30,https://recipe1.ezmember.co.kr/cache/recipe/2020/12/24/69aa24dec962585d4910c5423bcc64d81.jpg
5,5826,김치케사디아,굽기,초스피드,기타,퓨전,[재료] 김치 잘게 썰어서 물기 짠것 | 체다치즈 | 사워크림 | 바질잎,4,10,https://recipe1.ezmember.co.kr/cache/recipe/2021/05/16/e2e63f49442ad901ed2b9e2fcfb644541.jpg
4,5827,간장새우덮밥도시락,기타,도시락,해물류,밥/죽/떡,[재료] ? 간장 새우 | 밥 | 상추 조금 | 달걀 | 명란젓갈 약간 | 고추냉이,6,30,https://recipe1.ezmember.co.kr/cache/recipe/2020/06/04/cca5e567e2108726dcd0e9b2c93d200f1.jpg
7,5828,두부차돌박이샐러드,기타,다이어트,기타,샐러드,[참소스오리엔탈드레싱] 참소스 | 참기름 | 마늘 | 올리브오일 [재료] 두부 | 차돌박이 | 샐러드채소 | 오리엔탈드레싱 | 완숙토마토,9,15,https://recipe1.ezmember.co.kr/cache/recipe/2021/03/04/d15cb56aca2ea166b81f384b4802d5ac1.jpg
7,5829,복숭아드레싱,기타,일상,과일류,샐러드,[재료] 복숭아 | 양상추 | 상추 | 당근채 약간 | 적양파 | 쑥갓 | 올리브유 | 레몬즙 | 소금 약간 | 복숭아,10,15,https://recipe1.ezmember.co.kr/cache/recipe/2022/06/26/0e707bbbcd3b5a269535a113526fa68a1.jpg
7,5830,게살카레파스타,끓이기,일상,가공식품류,면/만두,[재료] 카레 | 파스타면 | 게맛살 | 달걀 | 코코넛밀크 | 버터 | 파슬리가루 약간 | 소금 약간 [양념] 멸치액젓 | 설탕 | 식초 | 후추 약간,12,30,https://recipe1.ezmember.co.kr/cache/recipe/2023/03/09/7b599601577933c4cb736982263082751.jpg
6,5831,골뱅이숙주볶음,볶음,일상,해물류,메인반찬,[재료] 골뱅이 | 숙주 | 청양고추 | 마늘 | 대파 조금 [양념] 간장. | 설탕 | 굴소스 | 참기름 조금,9,15,https://recipe1.ezmember.co.kr/cache/recipe/2019/06/05/790c27f05a5f899a8f190e886efe76641.jpg
7,5832,가지버섯솥밥,기타,일상,채소류,밥/죽/떡,[재료] 가지 | 쌀 | 물 | 청양고추 [양념] 참치액 | 간장 | 통깨 | 참기름 | 파,9,30,https://recipe1.ezmember.co.kr/cache/recipe/2022/06/25/96f034b5c7612a352a39759c463b473e1.jpg
8,5833,산딸기샐러드,기타,일상,과일류,샐러드,[재료] 산딸기 | 설탕 | 식초 | 소금 | 후춧가루 | 올리브오일 | 양상추,7,30,https://recipe1.ezmember.co.kr/cache/recipe/2021/06/09/116f342d1d241e5b5379a245343206451.jpg
5,5834,치킨너겟떡볶음,볶음,간식,가공식품류,밥/죽/떡,[재료] 떡볶이떡 | 치킨너겟  [양념] 고추장 | 케찹 | 올리고당,5,15,https://recipe1.ezmember.co.kr/cache/recipe/2020/08/14/00522a297df8d7f2424d8af1294243db1.jpg
8,5835,닭가슴살장조림파스타,볶음,일상,닭고기,면/만두,[재료] 닭가슴살 | 마늘~ | 양파 | 대파 | 숏 파스타 | 달걀 | 양배추 약간 | 올리브~ | 마약달걀 간장 적당량,9,15,https://recipe1.ezmember.co.kr/cache/recipe/2018/11/07/ba2bb095fe77cd8a988f0701672ce3e71.jpg
13,5836,매운탕라면,끓이기,일상,기타,면/만두,[재료] 매운맛 라면 | 대파 | 청양고추 | 깻잎 | 쌈장 | 마늘 | 들깨가루,7,10,https://recipe1.ezmember.co.kr/cache/recipe/2023/06/23/155e4c6efa12f354d7ac2e2d9891dfa41.jpg
8,5837,깻잎햄야채전,부침,술안주,채소류,기타,[재료] 깻잎 | 당근 | 대파 | 양파 | 햄 | 식용유 적당량 [반죽] 부침가루 | 튀김가루 | 생수 | 후추 적당량 [양념간장] 진간장 | 들기름 | 다진 대파 적당량 | 청양고추 적당량 | 참깨 적당량,15,30,https://recipe1.ezmember.co.kr/cache/recipe/2020/10/22/0aa2894fb02604e214f17864d55b543e1.png
8,5838,양배추초절임샐러드,절임,일상,채소류,샐러드,[재료] 양배추 | 적양배추 [양념] 식초 | 소금 |  | 스테비아.,6,30,https://recipe1.ezmember.co.kr/cache/recipe/2023/03/11/d7dde06e772a5d7f6e38c0d136800f3a1.jpg
5,5839,간단토스트,굽기,초스피드,가공식품류,빵,[재료] 식빵 | 모짜렐라치즈 | 마요네즈 | 원당,4,10,https://recipe1.ezmember.co.kr/cache/recipe/2020/03/07/5c0e6f16634fdd0df4c0ded0e7334a0c1.jpg
4,5840,미니언즈토스트,굽기,일상,밀가루,빵,[재료] 달걀 | 식빵 | 누텔라 적당량 | 슬라이스 치즈 | 블루베리,5,15,https://recipe1.ezmember.co.kr/cache/recipe/2017/07/03/61e2c4c9b4f5b1c34a1d48158a0088de1.jpg
7,5841,키위크레이프,굽기,간식,가공식품류,디저트,[재료] 핫케익가루 | 키위 | 우유 | 달걀 | 녹인버터 | 크림치즈,6,30,https://recipe1.ezmember.co.kr/cache/recipe/2019/02/07/65e21ba501ab041daab14ce67c4f30731.jpg
9,5842,애플탱고,기타,일상,과일류,차/음료/술,[재료] 사워 애플 티스푼 | 물 | 유자청 밥숟가락 | 각얼음 왕사이즈 등,4,5,https://recipe1.ezmember.co.kr/cache/recipe/2016/06/26/7f50970e437835e82409078ddb7993e71.jpg
13,5843,들깨콩떡만두국,끓이기,초스피드,가공식품류,국/탕,[재료] 정식품 검은 콩국물 | 애호박 | 꽃소금 | 들깨가루 | 왕만두 | 쌀떡볶이 | 들기름 [고명(생략가능)] 부추 약간 | 팽이버섯~,9,15,https://recipe1.ezmember.co.kr/cache/recipe/2020/09/01/6fa4882dcd3caf6925f85d5a49085c781.jpg
5,5844,라이스보울,기타,다이어트,기타,밥/죽/떡,[재료] 귀리밥 약간 | 두부크림치즈 약간 | 당근라페 약간 | 아보카도 | 올리브오일 | 크러쉬드레드페퍼 약간 | 간장 약간,7,10,https://recipe1.ezmember.co.kr/cache/recipe/2022/09/02/8d3aac289faed378dbe398713c6d450c1.jpg
15,5845,포도찹쌀떡,굽기,일상,과일류,밥/죽/떡,[재료] 찹쌀가루 | 물 | 소금 | 식용유 [양념] 포도 | 설탕 | 바나나 | 아가베 시럽.,8,30,https://recipe1.ezmember.co.kr/cache/recipe/2017/08/08/48f38edd2735c007b753c37fe06da3041.jpg
7,5846,부지깽이도토리부침개,부침,일상,채소류,밑반찬,[재료] 취나물 부지깽이 | 양파 | 고추 | 도토리묵 가루 | 물 | 소금,6,10,https://recipe1.ezmember.co.kr/cache/recipe/2021/04/19/320690888a9d3eb7d3be96cc2ef24b841.jpg
7,5847,버섯들깨칼국수,끓이기,일상,버섯류,면/만두,[재료] 느타리버섯 | 들기름 | 들깨가루 | 칼국수면,4,30,https://recipe1.ezmember.co.kr/cache/recipe/2021/10/13/d0487b46d7c4268dce4732ee0b7a0b9e1.jpg
7,5848,무순맛살샐러드,기타,도시락,채소류,샐러드,[재료] 맛살 | 무순 | 양파 | 오이 | 방울토마토 | 모짜렐라 슬라이스치즈 | 마요네즈 | 후춧가루 약간 | 소금 약간,9,15,https://recipe1.ezmember.co.kr/cache/recipe/2022/04/30/232f0422dc1c93ddcdca45f861f663fd1.jpg
5,5849,햄프씨드쉐이크,기타,일상,곡류,차/음료/술,[재료] 두유 () | 딸기 큰 것 | 햄프씨드,3,5,https://recipe1.ezmember.co.kr/cache/recipe/2018/03/16/a330ce893ebe2bd03bccd2b71c8ef7f11.jpg
11,5850,시금치에그코코트,굽기,일상,달걀/유제품,메인반찬,[재료] 달걀 | 우유 | 시금치~ | 토마토 | 닭가슴살 | 소금 | 후추 | 허브가루 | 시금치 | 우유 조금,10,30,https://recipe1.ezmember.co.kr/cache/recipe/2020/04/23/cbf4abd3bf7e473124838e55daa8d6e91.jpg
6,5851,소세지계란덮밥,볶음,초스피드,달걀/유제품,밥/죽/떡,[재료] 비엔나소세지 | 계란 | 진간장. | 설탕 | 치킨스톡 | 버터 | 식용유 | 모짜렐라치즈 | 파슬리가루 약간 | 통깨 약간 | 후춧가루 약간 | 밥,12,5,https://recipe1.ezmember.co.kr/cache/recipe/2021/01/16/b98c64b3b3a3512e9a9c8a6df87a66f21.jpg
10,5852,해산물덮밥,끓이기,일상,해물류,밥/죽/떡,[재료] 쭈꾸미 | 새우 | 오징어 | 건새우 | 다시멸치 | 다시마 | 표고버섯 | 느타리버섯 | 양파 | 대파 | 계란 | 바지락 [양념] 쯔유,13,15,https://recipe1.ezmember.co.kr/cache/recipe/2018/05/29/d0eaa8fc2ab9b58014628e0d00c755411.jpg
4,5853,훠궈백탕칼국수,끓이기,일상,밀가루,면/만두,[재료] 하오츠 훠궈백탕소스 | 칼국수면 | 양파 | 표고버섯 | 애호박 | 당근 | 대파 | 쑥갓 조금 | 대파 조금 | 고추 조금,10,15,https://recipe1.ezmember.co.kr/cache/recipe/2020/11/26/70313117efee1235271ad2badd9f6c591.jpg
16,5854,옹심이라면,끓이기,초스피드,가공식품류,면/만두,[재료] 큰감자() | 라면 | 물 | 감자전분가루 | 소금,5,30,https://recipe1.ezmember.co.kr/cache/recipe/2018/10/12/9e38c24a85c34bb9c2f3571cd85faa0c1.jpg
7,5855,와사비마요주먹밥,기타,일상,가공식품류,밥/죽/떡,[재료] 공기밥 | 마요네즈. | 와사비. | 참기름. | 통깨 | 김자반.,6,5,https://recipe1.ezmember.co.kr/cache/recipe/2023/06/04/02d69b736afdc36c5ec87605840a56fc1.jpg
7,5856,오리훈제총각무볶음밥,볶음,초스피드,닭고기,밥/죽/떡,[재료] 총각무 | 오리훈제 | 계란 [양념] 총각무물,4,15,https://recipe1.ezmember.co.kr/cache/recipe/2019/07/24/d8ed633ef74c2e5bb99f5abc0486e1551.jpg
6,5857,유자프라푸치노,기타,초스피드,달걀/유제품,차/음료/술,[재료] 유자청 | 우유 | 바닐라아이스크림 | 얼음,4,5,https://recipe1.ezmember.co.kr/cache/recipe/2019/07/28/1d2d3de3ca2a7abbd922b13283db3c041.jpg
